DateTime,modulo100,mean wave period,combined height
2019-01-01 00:00:00,6.5899796141736235,5.483707778710279,0.7707507140663767
2019-01-01 01:00:00,5.975926001738435,5.450710563336019,0.7714848589015268
2019-01-01 02:00:00,5.489554927248302,5.461999084385107,0.7689153519785012
2019-01-01 03:00:00,4.6306075146248284,5.508889864127479,0.7644187148632056
2019-01-01 04:00:00,4.494497929425518,5.567813463010088,0.7615739036269984
2019-01-01 05:00:00,4.416075821538606,6.054212265575796,0.8886727282123901
2019-01-01 06:00:00,4.156153721041892,6.072199469445224,0.8859196850805766
2019-01-01 07:00:00,3.8500415383519924,6.097257505180565,0.8855526126630013
2019-01-01 08:00:00,3.47717242723956,6.125044633916785,0.8863785256025452
2019-01-01 09:00:00,3.4263840912884422,6.1461330798326665,0.8881221195860274
2019-01-01 10:00:00,4.21702207144055,6.113632063185838,0.8956471041463177
2019-01-01 11:00:00,2.357727055925631,6.1497305206065525,0.8952800317287424
2019-01-01 12:00:00,1.6636650890287956,6.185953027709124,0.8944541187891986
2019-01-01 13:00:00,1.9807642640505805,6.211755361535615,0.8940870463716233
2019-01-01 14:00:00,2.423708814287456,6.2302387641324755,0.893719973954048
2019-01-01 15:00:00,2.795416315499491,6.2489702660930515,0.8917928437617788
2019-01-01 16:00:00,3.705221709062914,6.253187955276228,0.8895904092563276
2019-01-01 17:00:00,4.7255553538739274,6.229866615086901,0.8878468152728458
2019-01-01 18:00:00,5.35847513525439,6.142039440331349,0.8917010756573847
2019-01-01 19:00:00,6.082940031660161,5.970850879367136,0.9061086680472092
2019-01-01 20:00:00,6.48490154522057,5.75426013484285,0.9314366648598935
2019-01-01 21:00:00,7.751621603862618,5.490654560894335,0.9780548618919362
2019-01-01 22:00:00,8.836843305790552,5.258309506774067,1.0503681281542385
2019-01-01 23:00:00,10.708483461144846,5.050402239979849,1.1833401114208322
2019-01-02 00:00:00,11.444522411561719,4.98552425636805,1.3292513974069498
2019-01-02 01:00:00,12.024914688177695,5.02658470106309,1.4535971788605277
2019-01-02 02:00:00,12.584943439706104,5.105108149679283,1.5657378024297326
2019-01-02 03:00:00,13.218966381949471,5.192066976661828,1.6717299630045537
2019-01-02 04:00:00,13.806341150926078,5.2822510953726844,1.7871742383319347
2019-01-02 05:00:00,14.348192074299408,5.38508828163307,1.9184943957194405
2019-01-02 06:00:00,14.918856509428982,5.51943408708542,2.0541276540134543
2019-01-02 07:00:00,15.702073134615045,5.685536611093449,2.210959344422432
2019-01-02 08:00:00,16.417677440331463,5.8832718039753,2.388530626424405
2019-01-02 09:00:00,16.771145132979292,6.105196684819485,2.5739021972998497
2019-01-02 10:00:00,15.878018640978091,6.34696951476097,2.7243101204012627
2019-01-02 11:00:00,15.379637090339225,6.601395412251985,2.8471876121845403
2019-01-02 12:00:00,15.038990501542674,6.863264290654486,2.938863948473931
2019-01-02 13:00:00,14.131377655408661,7.144360869744997,2.9940165792145956
2019-01-02 14:00:00,12.59306684638558,7.444437050159801,3.010534838005477
2019-01-02 15:00:00,10.702201666446678,7.762500434444034,2.993007130066264
2019-01-02 16:00:00,9.900672344425486,8.068779098951744,2.9764888712753828
2019-01-02 17:00:00,8.70087205260689,8.354589565952864,2.9582270185010198
2019-01-02 18:00:00,8.092061568219474,8.624521673676142,2.9285859207818272
2019-01-02 19:00:00,8.502216383297048,8.839995971063706,2.89665062045279
2019-01-02 20:00:00,8.386270934224662,8.99456187465893,2.855079669162406
2019-01-02 21:00:00,8.348287941876828,9.111788824014857,2.7985505168558342
2019-01-02 22:00:00,7.4848629915536735,9.208547575864195,2.728990293725346
2019-01-02 23:00:00,6.275144104914282,9.284217881797652,2.6511709411994167
2019-01-03 00:00:00,5.895915343899711,9.321556836036947,2.5739021972998497
2019-01-03 01:00:00,3.8394678465190557,9.331977009313029,2.4979182068617964
2019-01-03 02:00:00,3.85150864395418,9.315726500989616,2.4258802449126753
2019-01-03 03:00:00,5.554000958046641,9.272309112339272,2.360816658897482
2019-01-03 04:00:00,5.740934806471481,9.212765265047372,2.3019015358766723
2019-01-03 05:00:00,4.906013635983262,9.148383480163005,2.2462900646140387
2019-01-03 06:00:00,4.928107199817316,9.08710293732509,2.196459983928214
2019-01-03 07:00:00,5.7385286621764,8.998903613523964,2.1413991212919434
2019-01-03 08:00:00,5.822689930474237,8.902517010720201,2.082851070688709
2019-01-03 09:00:00,4.5386597577439085,8.825110009240731,2.017145107942759
2019-01-03 10:00:00,3.879724961475584,8.746586560624538,1.9491449425869645
2019-01-03 11:00:00,3.0265552345224154,8.666574515826047,1.879034110830113
2019-01-03 12:00:00,2.7507868323635876,8.582716930889955,1.808831510968868
2019-01-03 13:00:00,2.6174574747948944,8.494393557406969,1.7390877516295915
2019-01-03 14:00:00,2.9188561772176813,8.39974365014922,1.6705369776474346
2019-01-03 15:00:00,3.3018235292725397,8.300255805299004,1.6031791890223965
2019-01-03 16:00:00,3.2064411115306632,8.199651513312066,1.5368308495456904
2019-01-03 17:00:00,3.127704823911995,8.101652264644146,1.4716754954261033
2019-01-03 18:00:00,3.4266177642732742,7.99558978665545,1.40927318443833
2019-01-03 19:00:00,3.79943304803647,7.883076725210131,1.3504498295219138
2019-01-03 20:00:00,3.9532140820796613,7.7725484586745415,1.2943795177373116
2019-01-03 21:00:00,3.4824250563907952,7.662020192138952,1.2416128577108854
2019-01-03 22:00:00,1.3580344533405995,7.5837448428864755,1.1893050382064283
2019-01-03 23:00:00,0.9358073607037634,7.487234190400854,1.1418609282348418
